Detected steps (merged): 74
Detected in sensor_data_20260516_225343.csv: 74
timestamp_ms,timestamp_utc,sources
1778964608874,2026-05-16T20:50:08.874000+00:00,sensor_data_20260516_225343.csv
1778964611209,2026-05-16T20:50:11.209000+00:00,sensor_data_20260516_225343.csv
1778964612449,2026-05-16T20:50:12.449000+00:00,sensor_data_20260516_225343.csv
1778964618692,2026-05-16T20:50:18.692000+00:00,sensor_data_20260516_225343.csv
1778964619464,2026-05-16T20:50:19.464000+00:00,sensor_data_20260516_225343.csv
1778964619846,2026-05-16T20:50:19.846000+00:00,sensor_data_20260516_225343.csv
1778964620646,2026-05-16T20:50:20.646000+00:00,sensor_data_20260516_225343.csv
1778964620999,2026-05-16T20:50:20.999000+00:00,sensor_data_20260516_225343.csv
1778964621784,2026-05-16T20:50:21.784000+00:00,sensor_data_20260516_225343.csv
1778964622139,2026-05-16T20:50:22.139000+00:00,sensor_data_20260516_225343.csv
1778964622426,2026-05-16T20:50:22.426000+00:00,sensor_data_20260516_225343.csv
1778964625853,2026-05-16T20:50:25.853000+00:00,sensor_data_20260516_225343.csv
1778964633461,2026-05-16T20:50:33.461000+00:00,sensor_data_20260516_225343.csv
1778964635815,2026-05-16T20:50:35.815000+00:00,sensor_data_20260516_225343.csv
1778964638006,2026-05-16T20:50:38.006000+00:00,sensor_data_20260516_225343.csv
1778964640590,2026-05-16T20:50:40.590000+00:00,sensor_data_20260516_225343.csv
1778964640926,2026-05-16T20:50:40.926000+00:00,sensor_data_20260516_225343.csv
1778964642857,2026-05-16T20:50:42.857000+00:00,sensor_data_20260516_225343.csv
1778964644226,2026-05-16T20:50:44.226000+00:00,sensor_data_20260516_225343.csv
1778964645251,2026-05-16T20:50:45.251000+00:00,sensor_data_20260516_225343.csv
1778964646440,2026-05-16T20:50:46.440000+00:00,sensor_data_20260516_225343.csv
1778964651186,2026-05-16T20:50:51.186000+00:00,sensor_data_20260516_225343.csv
1778964652388,2026-05-16T20:50:52.388000+00:00,sensor_data_20260516_225343.csv
1778964656233,2026-05-16T20:50:56.233000+00:00,sensor_data_20260516_225343.csv
1778964656520,2026-05-16T20:50:56.520000+00:00,sensor_data_20260516_225343.csv
1778964660609,2026-05-16T20:51:00.609000+00:00,sensor_data_20260516_225343.csv
1778964661009,2026-05-16T20:51:01.009000+00:00,sensor_data_20260516_225343.csv
1778964661694,2026-05-16T20:51:01.694000+00:00,sensor_data_20260516_225343.csv
1778964662132,2026-05-16T20:51:02.132000+00:00,sensor_data_20260516_225343.csv
1778964662852,2026-05-16T20:51:02.852000+00:00,sensor_data_20260516_225343.csv
1778964663234,2026-05-16T20:51:03.234000+00:00,sensor_data_20260516_225343.csv
1778964664426,2026-05-16T20:51:04.426000+00:00,sensor_data_20260516_225343.csv
1778964665711,2026-05-16T20:51:05.711000+00:00,sensor_data_20260516_225343.csv
1778964669066,2026-05-16T20:51:09.066000+00:00,sensor_data_20260516_225343.csv
1778964670097,2026-05-16T20:51:10.097000+00:00,sensor_data_20260516_225343.csv
